Title,Date,Press,Description
[속보] 이스라엘군 “하마스 지도자 신와르 사망 가능성 확인 중”,4주 전,경향신문언론사 선정,이스라엘군이 팔레스타인 무장정파 하마스의 지도자 야히야 신와르가 사망했을 가능성을 확인하고 있다고 17일(현지시간) 밝혔다. 일간 타임스오브이스라엘에 따르면 이스라엘군은 이날 성명을 내고 “가자지구에서 작전을 수행하던 중 테러리스트 3명을 사살했다”면서 “군과 신베트(이스라엘 국내...
"[속보] 日이시바, 납북피해자 가족 면담…""북일 정상 솔직한 대화 중요...",2024.10.17.,연합뉴스언론사 선정,
[속보] '이태원참사 부실대응' 김광호 전 서울청장 1심 무죄,2024.10.17.,한국경제언론사 선정,이태원 참사에 부실 대응한 혐의로 재판에 넘겨진 김광호(60·사진) 전 서울경찰청장이 1심에서 무죄를 선고받았다. 서울서부지법 형사합의12부(권성수 부장판사)는 17일 업무상과실치사상 혐의로 기소된 김 전 청장에게 무죄를 선고했다. 김 전 청장은 이태원 참사 대응으로 기소된 경찰 간부 중 최고위직이다....
"[속보] ECB, 2연속 금리인하…예금금리 3.50％→3.25％",4주 전,매일경제언론사 선정,"유럽중앙은행(ECB)이 지난달에 이어 2회 연속 정책금리를 인하했다. 17일(현지시간) ECB는 슬로베니아 류블랴나에서 통화정책이사회를 열고 기준금리를 연 3.65％에서 3.40％로, 예금금리를 연 3.50％에서 3.25％로 각각 0.25％포인트 내렸다고 밝혔다. 한계대출금리도 연 3.90％에서 3.65％로 인하했다...."
[속보]한강 작가 “현재 계획해 둔 소설은 3권”,4주 전,문화일보언론사 선정,17일 오후 한강 작가가 참석해 수상 소감을 전한 제18회 포니정 혁신상 시상식장 앞은 3시간 전부터 팬과 기자들이 몰려 붐볐다. 시상식을 주관하는 포니정 재단은 한 작가의 이동에 경호 등을 지원한 것으로 알려졌다. 현장 행사 진행 요원들은 오후 4시 50분쯤 한 작가가 이미 시상식장 내부로 들어갔음을...
[속보] 대통령실 “폴란드 대통령 22~25일 방한…한-폴 정상회담 예정”,4주 전,세계일보,연합뉴스 대통령실 “폴란드 대통령 22~25일 방한…한-폴 정상회담 예정”
"[속보] 검찰, '도이치 주가조작 의혹' 김건희 여사 불기소",2024.10.17.,YTN언론사 선정,검찰이 도이치모터스 주가 조작 의혹을 받는 윤석열 대통령의 부인 김건희 여사에 대해 불기소 처분을 내렸습니다. 서울중앙지방검찰청은 오늘(17일) 김 여사가 범행에 가담했거나 공모했다는 점을 인정하기 어렵다며 불기소 처분했습니다. 검찰은 시세 조종 의혹이 제기된 김 여사 명의 계좌 6개를 분석한 결과...
"[속보] 용산 ""재보선서 부족한 부분, 국민 뜻 받들어 바꿀 것""",2024.10.17.,중앙일보언론사 선정,"대통령실은 17일 10·16 재·보궐선거 결과와 관련해 ""부족한 부분은 국민의 뜻을 받아들여 바꿔 나가겠다""고 밝혔다. 대통령실 관계자는 이날 오전 “어려움이 있더라도 4대 개혁과 저출생 극복 등 개혁 방안을 흔들림없이 추진해 미래로 나아가겠다”며 이같이 말했다. 기초자치단체장 4명을 뽑은 전날 선거에서..."
"[속보] 대만 TSMC, 3분기 순익 전년대비 54% 급증",2024.10.17.,매일경제언론사 선정,대만 TSMC가 올해 3분기에 시장 예상을 뛰어넘는 14조원에 육박하는 순이익을 기록했다. 17일 로이터통신 등에 따르면 세계 최대 파운드리(반도체 위탁생산) 업체 대만 TSMC의 올해 3분기 순이익은 3253억 대만달러(약 13조8000억원)으로 전년 동기 대비 54.2% 급증한 것으로 집계됐다. 이는...
[속보]한강 “지난 일주일 저에겐 특별한 감동” 소감 밝혀,4주 전,문화일보언론사 선정,한국 최초로 노벨문학상을 수상한 한강 작가가 그간의 침묵을 깨고 수상 소감을 전했다. 17일 오후 서울 강남구 아이파크타워 포니정홀에서 열린 제18회 포니정 혁신상 시상식에 참석해 수상의 놀라움과 감동을 밝혔다. 그는 “수상 통보를 막 받았을 때에는 사실 현실감이 들지는 않아서 그저 침착하게 대화를...
"[속보] 檢, 김 여사 '도이치모터스' 불기소 처분... 4년 6개월만",2024.10.17.,중앙일보언론사 선정,"검찰이 김건희 여사의 도이치모터스 시세조종 가담 의혹 사건에 대해 불기소 처분을 내렸다. 이에 따라 김 여사는 지난 2020년 4월 해당 의혹으로 검찰에 고발된 지 4년 6개월 만에 무혐의 판단을 받게 됐다. 서울중앙지검 반부패수사제2부(부장검사 최재훈)는 17일 오전 ""대통령 배우자의 도이치모터스 시세조종..."
"[속보] 젤렌스키 ""北, 1만여명 파병 준비중…일부 이미 러 점령영토에""",4주 전,한국경제언론사 선정,"볼로디미르 젤렌스키 우크라이나 대통령이 17일(현지시간) 북한이 총 1만여명의 인력을 러시아에 파병하기 위해 준비 중이라는 정보가 있다고 밝혔다. 젤렌스키 대통령은 이날 오후 벨기에 브뤼셀 EU 정상회의 참석 뒤 기자회견에서 ""우리 정보당국에 따르면 지상군, 기술자 등 여러 종류의 인력을 모두 합해..."
"[속보] 검찰, '도이치 주가조작 의혹' 김건희 여사 불기소",2024.10.17.,YTN언론사 선정,검찰이 도이치모터스 주가 조작 의혹을 받는 윤석열 대통령의 부인 김건희 여사에 대해 불기소 처분을 내렸습니다. 서울중앙지방검찰청은 오늘(17일) 김 여사가 범행에 가담했거나 공모했다는 점을 인정하기 어렵다며 불기소 처분했습니다. 검찰은 시세 조종 의혹이 제기된 김 여사 명의 계좌 6개를 분석한 결과...
"[속보] 용산 ""재보선서 부족한 부분, 국민 뜻 받들어 바꿀 것""",2024.10.17.,중앙일보언론사 선정,"대통령실은 17일 10·16 재·보궐선거 결과와 관련해 ""부족한 부분은 국민의 뜻을 받아들여 바꿔 나가겠다""고 밝혔다. 대통령실 관계자는 이날 오전 “어려움이 있더라도 4대 개혁과 저출생 극복 등 개혁 방안을 흔들림없이 추진해 미래로 나아가겠다”며 이같이 말했다. 기초자치단체장 4명을 뽑은 전날 선거에서..."
[속보] 한동훈 “김여사 대외활동 중단해야…대통령실 인적쇄신 시급”,2024.10.17.,매일경제언론사 선정,"한동훈 국민의힘 대표는 17일 “김건희 여사가 대선 당시 약속처럼 대외활동을 중단해야 한다”고 밝혔다. 한 대표는 이날 국회에서 열린 최고위원회의에서 “국민의 걱정과 우려를 이번에 반드시 해소해야 한다”며 “김 여사 관련 대통령실 인적 쇄신이 반드시, 시급하게 필요하다. 제기되는 의혹에 대해..."
"[속보] 검찰, '도이치모터스 주가조작 의혹' 김건희 여사 무혐의 처분",2024.10.17.,한국경제언론사 선정,"김건희 여사의 도이치모터스 주가조작 공모·방조 의혹을 수사한 검찰이 17일 김 여사에게 공모 혐의가 없다고 보고 불기소 처분했다. 서울중앙지검 반부패수사2부(최재훈 부장검사)는 이날 ""대통령 배우자의 도이치 시세조종 가담 의혹 사건 관련 피의자 김건희를 불기소 처분했다""고 밝혔다. 2020년 4월 당시..."
"[속보] 대통령실, 선거 결과 관련 ""의료개혁 등 흔들림없이 추진""",2024.10.17.,YTN언론사 선정,"- 대통령실, 투표 결과에 ""의료개혁 흔들림없이 추진"" - ""부족한 부분은 국민 뜻을 받아들여 바꿔나갈 것"" ◇ 자세한 뉴스가 곧 이어집니다."
[속보]'이태원 참사 부실 대응 혐의' 김광호 전 서울청장 무죄,2024.10.17.,중앙일보언론사 선정,이태원 참사에 부실하게 대응한 혐의로 재판에 넘겨진 피고인 중 경찰 최고위직인 김광호(60) 전 서울경찰청장이 1심에서 무죄를 선고받았다. 2022년 10월29일 이태원 참사가 발생한 지 약 2년 만이다. 당시 시민 159명이 목숨을 잃었다. 서울서부지법 형사합의12부(부장판사 권성수)는 17일 오전 10시30분 업무상...
"[속보] 검찰, 김 여사 ‘도이치 주가조작 의혹’ 불기소···4년 6개월 만...",2024.10.17.,경향신문언론사 선정,"검찰이 윤석열 대통령 부인 김건희 여사의 도이치모터스 주가조작 사건 연루 의혹에 대해 불기소 처분했다. 김 여사는 주가조작 범행에 돈을 댄 ‘전주’로 지목됐는데, 검찰은 김 여사가 이 범행에 가담한 정황을 인정하기 어렵다고 판단했다. 이로써 검찰은 김 여사의 명품가방 수수 사건에 이어 주가조작..."
"[속보] 한동훈, 김여사 무혐의에 ""국민 납득할 정도인지 지켜봐야""",2024.10.17.,중앙일보언론사 선정,"한동훈 국민의힘 대표는 17일 검찰이 김건희 여사의 도이치모터스 주가조작 공모·방조 혐의에 대해 불기소 처분을 내린 것을 두고 ""국민이 납득할 정도인지 지켜봐야한다""는 입장을 밝혔다. 한 대표는 이날 서울 여의도 국회의원회관에서 진행된 광역의원 연수에 참석한 뒤 기자들과 만나 검찰이 김 여사의..."
"[속보] 일본 이시바 총리, 야스쿠니 신사에 공물 봉납",2024.10.17.,강원도민일보언론사 선정,이시바 시게루 일본 총리가 17일 태평양전쟁 A급 전범 14명을 합사한 야스쿠니 신사에 공물을 봉납했다. 교도통신 보도에 따르면 지난 1일 취임한 이시바 총리는 이날 시작되는 추계 예대제(例大祭·제사)를 맞아 '내각총리대신 이시바 시게루' 명의로 '마사카키'라고 불리는 공물을 봉납했다. 앞서 이시바...
"[속보]美 9월 소매판매, 전월比 0.4% 증가…예상 상회",4주 전,아시아경제언론사 선정,
[속보] 검찰 '주가조작' 의혹 김건희 여사 무혐의 처분,2024.10.17.,JTBC언론사 선정,검찰 '주가조작' 의혹 김건희 여사 무혐의 처분
"[속보] 한강, 포니정 혁신상 시상식 언론 피해 참석",4주 전,파이낸셜뉴스언론사 선정,
"[속보]압수물 현금 수억원 빼돌린 현직 경찰, 구속…法 ""도망 우려""",4주 전,이데일리언론사 선정,압수물인 현금 수 억원을 빼돌린 현직 경찰관이 구속됐다. 서울중앙지법 전경. (사진=백주아 기자) 17일 서울중앙지방법원 남천규 영장전담 부장판사는 절도 혐의를 받는 서울 강남경찰서 범죄예방대응과 소속 정모 경장에 대한 구속 전 피의자 심문(영장실질심사)을 열고 구속영장을 발부했다. 남 부장판사는 정...
"[속보] 법원, '뉴스타파 인용' MBC PD수첩 과징금 '제재취소'… 2인 방통...",2024.10.17.,미디어오늘언론사 선정,법원이 뉴스타파의 '김만배-신학림' 인터뷰를 인용한 MBC 'PD수첩'에 부과된 과징금 1500만 원 제재를 취소했다. 뉴스타파 인터뷰 인용보도에 내린 방송통신심의위원회의 과징금 처분이 취소된 첫 사례로 재판부는 방심위의 제재를 확정한 2인 방통위 의결이 위법하다고 판단했다. 서울행정법원 행정 7부...
"[속보] 강릉 방문 윤대통령 ""대전환의 시대, 진실 질서 화합 어느 때보...",2024.10.17.,강원도민일보언론사 선정,"윤석열 대통령이 17일 강릉에서 열린 '2024년 바르게살기운동 전국회원대회'에 참석, 전국 회원들을 격려하고 대회 개최를 축하했다. 윤 대통령은 ""AI를 비롯한 첨단 기술의 발전으로 기회와 동시에 도전들이 앞에 놓여 있고, 북한의 도발과 위협, 안보와 경제를 위협하는 글로벌 복합 위기도 계속되고 있다""며..."
"[속보] 민주 김민석 “김건희 개, 검찰 탄핵”…심우정 검찰총장·이창...",4주 전,문화일보언론사 선정,"더불어민주당 ‘김건희 심판본부’의 본부장인 김민석 최고위원은 17일 “김건희의 개, 검찰을 탄핵한다”며 심우정 검찰총장과 이창수 서울중앙지검장에 대한 탄핵소추를 추진하겠다고 밝혔다. 김 최고위원은 이날 오후 긴급 기자회견을 열고 “국민을 대신해 ‘김건희 범죄 은폐 공범’들을 탄핵하겠다”며..."
"[속보] 한동훈 ""김 여사 대외활동 중단해야…용산 인적쇄신 시급""",2024.10.17.,중앙일보언론사 선정,한동훈 국민의힘 대표는 17일 “김건희 여사가 대선 당시 약속처럼 대외활동을 중단해야 한다”고 밝혔다. 한 대표는 이날 오전 국회에서 열린 최고위원회의에서 “김 여사와 관련한 일들로 모든 정치 이슈가 덮이는 게 반복되면서 우리 정부의 개혁 추진들이 국민의 호응을 얻지 못하고 있다”며 이같이 말했다....
"[속보] 이스라엘군 ""하마스 수장 신와르 숨졌을 가능성""<로이터>",4주 전,연합뉴스언론사 선정,
[속보] 서울시교육감에 진보 정근식 당선,2024.10.17.,파이낸셜뉴스언론사 선정,서울시교육감에 진보 정근식 당선 확정
[속보] 정근식 서울교육감 당선... 진보·혁신 교육 10년 계승,2024.10.17.,한국일보언론사 선정,16일 치러진 서울시교육감 보궐선거에서 진보 진영 정근식 후보가 당선됐다. 17일 0시 40분 기준(개표율 97.67%) 정 후보는 득표율 50.14%로 보수 진영 조전혁 후보(46.05%)를 4%포인트 이상 앞서며 당선을 확정 지었다. 윤호상 후보의 득표율은 3.80%이다. 서울대 사회학과 교수 출신인 정 당선인은 지난달 13일 “지난...
[속보] 부산 금정구청장에 국민의힘 윤일현 당선,2024.10.17.,서울경제언론사 선정,10·16 재·보궐선거 중 최대 격전지 중 한 곳으로 꼽혔던 부산 금정구청장 보궐선거에서 윤일현 국민의힘 후보가 김경지 더불어민주당 후보를 누르고 당선됐다. 윤 당선인은 개표 초기부터 김 후보를 10%포인트 넘는 차이로 여유 있게 앞서갔다. 개표율이 83.71%에 이른 17일 오전 0시 40분 기준 60.62% 득표율로...
"[속보] 검찰, '도이치 의혹' 김건희 여사 불기소",2024.10.17.,데일리안언론사 선정,윤석열 대통령 배우자 김건희 여사의 '도이치모터스 시세조종 가담 의혹' 사건을 수사한 검찰이 17일 김 여사를 불기소 처분했다.
"[속보] '금배추' 수확한 이재명 ""농작물 수입허가권 농가에 부여하도록...",2024.10.17.,매일신문언론사 선정,"김장철을 앞두고 배춧값이 고공행진을 이어가는 가운데, 이재명 더불어민주당 대표가 17일 강원 평창군 배추농지를 찾아 농작물 수입쿼터(할당) 허가권을 국내 생산자조합에 주도록 관련 입법을 추진하겠다고 밝혔다. 이 대표는 이날 오후 강원 평창군 방림면의 한 배추밭을 찾아 농민들과 간담회를 가지며 이같이..."
"[속보] 젤렌스키 ""北, 1만여명 파병 준비중…일부 이미 러 점령영토에""",4주 전,연합뉴스언론사 선정,
"[속보] 대통령실 ""내년 의대정원 조정 안돼…2026년 논의는 가능"" 재확인",2024.10.17.,연합뉴스언론사 선정,
[속보] 서울시교육감 정근식 당선 확실…진보교육 계승,2024.10.17.,강원도민일보언론사 선정,"16일 치러진 서울시교육감 보궐선거에서 진보진영 정근식 후보의 당선이 확실시된다. 이날 오후 10시 50분 기준(개표율 44.83%) 정 후보는 득표율 52.55%로 보수 진영 조전혁 후보(43.77%)를 8%p 이상 앞서고 있다. 윤호상 후보의 득표율은 3.66%이다. 진보진영 단일후보로 나선 정 후보는 혁신학교, 학생인권조례 등..."
"[속보] 한동훈 ""김여사 대외활동 중단해야…대통령실 인적쇄신 시급""",2024.10.17.,연합뉴스언론사 선정,
"[속보] 우크라 대통령 ""북한, 1만명 파병 준비…일부는 이미 배치""",4주 전,뉴스1언론사 선정,
"[속보]TSMC, 3Q 순익 전년比 54%↑",2024.10.17.,아시아경제언론사 선정,
"[속보] 韓 '김여사 불기소'에 ""檢설명 국민 납득할 정도인지 지켜볼 필...",2024.10.17.,연합뉴스언론사 선정,
"[속보] 한강, 포니정 혁신상 수상 소감 ""무슨 재미로 사냐고요?""",4주 전,뉴스1언론사 선정,
[속보] 서울시교육감에 정근식 당선,2024.10.17.,한국경제언론사 선정,
[속보]ECB 2연속 금리인하 결정…예금금리 3.50％→3.25％,4주 전,이데일리언론사 선정,"ECB, 2연속 금리인하…예금금리 3.50％→3.25％"
"[속보] '이태원 참사 부실 대응' 김광호 前 서울청장, 1심 '무죄'",2024.10.17.,아이뉴스24,'이태원 참사' 당시 사고에 제대로 대응하지 못해 피해를 키운 혐의를 받는 김광호 전 서울경찰청장이 무죄를 선고받았다. 17일 법조계에 따르면 서울서부지법 형사합의12부(부장판사 권성수)는 업무상 과실치사상 혐의로 기소된 김 전 청장에게 무죄를 선고했다. 김 전 청장은 지난 2022년 10월 29일 '이태원 참사...
"[속보]검찰, 김건희 '도이치모터스 주가조작' 의혹 불기소 처분",2024.10.17.,뉴시스언론사 선정,
[속보] 부산 금정구청장에 국민의힘 윤일현 당선 확실,2024.10.17.,연합뉴스언론사 선정,
[속보]'이태원 참사 대응' 윗선 김광호 전 서울경찰청장 무죄,2024.10.17.,뉴스1언론사 선정,
"[속보] 북 ""헌법에 대한민국 철저한 적대국가로 규제""…도로폭파 보도",2024.10.17.,연합뉴스언론사 선정,
[속보] 인천 강화군수에 국민의힘 박용철 당선,2024.10.17.,국민일보,10·16 인천 강화군수 보궐선거에서 국민의힘 박용철(59) 후보의 당선이 사실상 확정됐다. 17일 중앙선거관리위원회 개표 현황에 따르면 박 후보는 이날 0시10분 현재 50.78%(1만7304표)의 득표율로 선두를 달리며 당선 확정을 눈앞에 두고 있다. 강화군수 선거에 세 번째 출마한 더불어민주당 한연희(65)...
"[속보]한동훈, 김건희 불기소에 ""국민 납득할지 지켜봐야""",2024.10.17.,파이낸셜뉴스언론사 선정,
[속보] 전세계 유행 H5N1형 조류인플루엔자 국내 첫 검출,4주 전,YTN,전세계 유행 H5N1형 조류인플루엔자 국내 첫 검출 ▷ 자세한 뉴스가 이어집니다.
[속보] 전남 영광군수에 더불어민주당 장세일 당선,2024.10.17.,서울경제언론사 선정,10·16 재보궐선거 전남 영광군수 재선거에서 장세일(60) 더불어민주당 후보가 당선됐다. 17일 중앙선거관리위원회 개표 현황에 따르면 장 당선인은 이날 오전 0시 현재 개표를 마감한 결과 전체 투표자 3만1729명 중 1만2951표를 획득해 득표율 41.09%를 기록했다. 장 후보는 9682표(30.71%)를 얻은...
[속보]'도이치 주가조작' 윤대통령 장모도 불기소,2024.10.17.,머니투데이,윤석열 대통령의 부인 김건희 여사의 도이치모터스 주가조작 연루 의혹을 수사해 온 검찰이 김 여사와 함께 윤 대통령의 장모 최은순씨 등을 모두 불기소 처분했다. 서울중앙지방검찰청 반부패수사2부(부장검사 최재훈)는 이날 언론 브리핑에서 도이치모터스 주가조작 의혹과 관련해 고발된 김 여사와 장모...
"[속보] 북 ""헌법에 '대한민국은 철저한 적대국가' 규제""",2024.10.17.,뉴스1언론사 선정,
[속보] '이태원참사' 김광호 전 서울청장 '무죄',2024.10.17.,더팩트언론사 선정,서울서부지법 형사합의12부(권성수 부장판사)는 17일 업무상과실치사상 혐의로 기소된 김광호 전 서울경찰청장에게 무죄를 선고했다.
"[속보] 민주당 장세일, 전남 영광군수 당선",2024.10.17.,헤럴드경제언론사 선정,"[속보] 민주당 장세일, 전남 영광군수 당선"
"[속보] 대통령실 ""내년 7500명 의대수업, 그렇게 불가능한 것 아냐""",2024.10.17.,헤럴드경제언론사 선정,"[속보] 대통령실 ""내년 7500명 의대수업, 그렇게 불가능한 것 아냐"""
"[속보] ‘원 디렉션’ 리암 페인, 사망.. 향년 31살",2024.10.17.,라디오코리아,세계적인 팝 보이 밴드 One Direction의 전 멤버 리암 페인이 사망했다. 로이터 통신은 오늘(10월6일) One Direction 전 멤버인 리암 페인이 아르헨티나에서 숨을 거뒀다고 밝혔다. 로이터 통신 보도에 따르면 리암 페인은 부에노스 아이레스에 있는 한 호텔 3층에서 떨어졌다. 리암 페인은 아르헨티나...
[속보] 인천 강화군수에 국민의힘 박용철 당선,2024.10.17.,한국경제언론사 선정,인천 강화군수에 국민의힘 박용철 당선
"[속보] 한동훈, `김건희 불기소`에 ""국민 납득할 정도인지 지켜봐야""",2024.10.17.,디지털타임스,"한동훈 국민의힘 대표는 17일 검찰이 김건희 여사의 도이치모터스 주가조작 공모·방조 혐의에 대해 불기소 처분을 내린 것을 두고 ""국민이 납득할 정도인지 지켜볼 필요가 있다""고 말했다. 한 대표는 이날 국회에서 기자들과 만나 ""외부에서 수사기록을 다 알 수 없으니 판단하기 어렵지만 오늘 검찰의 설명은..."
"[속보]레바논유엔군 파병 유럽국들, 이스라엘의 철수요구 대항 ""최대 압...",2024.10.17.,뉴시스언론사 선정,
"[속보] 한동훈 ""김 여사 이슈 반복되면서 정부 개혁 국민 호응 얻지 못해...",2024.10.17.,뉴스1언론사 선정,
"[속보] 대통령실 ""내년 의대정원 조정 안돼...겨울철 비상 대책 준비 중...",4주 전,CJB청주방송,"대통령실은 현재 입시가 진행되고 있는 상황에서 내년도 의대 입학 정원을 조정하는 것은 사실상 불가능하다고 밝히며 ""2026학년도의 정원 논의는 가능하다""는 입장을 재차 밝혔습니다. 대통령실 고위 관계자는 이날 용산 대통령실에서 브리핑을 통해 ""2025학년도 대입전형을 바꾸려면 올해 5월 말까지 해야..."
"[속보]대통령실 ""부족한 부분은 국민 뜻 받아들여 바꿔 나가겠다""",2024.10.17.,머니투데이,"대통령실은 지난 16일 재·보선 선거 결과와 관련, ""어려움이 있더라도 4대 개혁과 저출생 극복 등 개혁 방안을 흔들림없이 추진해 미래로 나아가겠다. 부족한 부분은 국민의 뜻을 받아들여 바꿔 나가겠다""고 17일 밝혔다."
"[속보]한동훈 ""金여사 관련 대통령실 인적 쇄신 반드시 필요""",2024.10.17.,노컷뉴스언론사 선정,"한동훈 ""金여사 관련 대통령실 인적 쇄신 반드시 필요"" ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
"[속보] 대통령실 ""2035년 2만명 의사 부족…2000명 증원 실현가능 숫자""",2024.10.17.,뉴스1,
[속보] 서울시교육감에 ‘진보’ 정근식 당선,2024.10.17.,경향신문,지난 16일 실시된 서울시교육감 보궐선거에서 진보 진영 정근식 후보가 당선됐다. 17일 오전 12시45분 기준 개표율 98.29%인 상황에서 정 당선인의 득표율은 50.18%다. 보수 진영 조전혁 후보의 득표율(46.01%)보다 4%포인트 가량 앞서 있다. 개표 초반 보수세가 짙은 강남 3구(강남·서초·송파) 개표율이 높아 정...
"[속보]檢, 김여사 도이치 의혹 '혐의 없음' 불기소...명품백에 이어 '일...",2024.10.17.,파이낸셜뉴스언론사 선정,윤석열 대통령 배우자의 도이치모터스 시세조종 가담 의혹을 수사하고 있는 검찰이 김건희 여사에 대해 17일 불기소 처분했다. 범행을 인식하거나 가담했다고 보기 어려워 ‘혐의 없음’ 처분했다는 게 검찰의 판단이다. 이로써 명품백에 이어 도이치모터스 사건도 일단락을 맺게 됐다. 서울중앙지검...
"[속보] 한동훈 ""김건희 여사, 대선 약속대로 대외활동 중단해야""",2024.10.17.,더팩트언론사 선정,"한동훈 국민의힘 대표는 부산 금정구청장 재보궐 선거에서 승리한 다음날인 17일 ""김건희 여사가 대선 당시 약속처럼 대외 활동을 중단해야 한다""고 밝혔다. 한 대표는 이날 국회에서 열린 최고위원회의에서 ""국민의 걱정과 우려를 이번에 반드시 해소해야 한다""며 이같이 말했다."
"[속보] ""해리스, 전국서 5%p 우위""…""트럼프, 조지아서 오차밖 앞서""",2024.10.17.,디지털타임스,"미국 민주당 대통령 후보 카멀라 해리스 부통령이 전국 지지율에서 우위를 점하고 있다는 여론조사가 16일(현지시간) 나왔다. 여론조사기관 마리스트가 지난 8∼10일 전국의 투표 의향층 유권자 1401명을 대상으로 진행한 여론조사 결과에 따르면 해리스 부통령은 52%, 공화당 후보인 도널드 트럼프 전..."
"[속보] 유럽중앙은행, 연속해 핵심금리 인하…중앙은 예치금리 3.25%로",4주 전,뉴시스,후속기사가 이어집니다
"[속보] 대통령실 ""겨울 비상진료대책 조만간 발표…고난도·중증 강화""",2024.10.17.,연합뉴스,
[속보]中 부동산 대책 “연내 화이트리스트에 총 766조원 지원”,2024.10.17.,이데일리,"니홍 중국 주택도시농촌건설부장. (사진=AFP) 중국 주택도시농촌건설부의 니홍 부장(장관)은 17일 ‘부동산 시장의 안정적이고 건강한 발전 촉진’ 기자회견에 참석해 ‘4개의 취소, 4개의 감소, 2개의 증가’ 정책 조합을 추진했다고 밝혔다. 중국 정부는 주택 구매 제한, 매매 제한과 주택 계약금 비율 완화..."
"[속보]조규홍 ""의료현장 쉽지 않아…고난도·전문진료 일부 한계""",2024.10.17.,뉴시스언론사 선정,후속기사가 이어집니다
[속보] '도이치모터스 주가조작 의혹' 윤대통령 장모도 불기소,2024.10.17.,연합뉴스,
"[속보] 유럽중앙은행, 기준금리 0.25%P 인하…6월·9월 이어 세 번째",4주 전,뉴스1,
"[속보] '임찬규-에르난데스 역투' LG, 삼성에 1-0 승리…1승2패",4주 전,뉴스1,
"[속보] 한강 ""카페인도 끊었다..집필에 집중""",4주 전,파이낸셜뉴스,
